Baseline,K=1,K=5,K=10
0.000216903625311,0.000216921059711,0.000216918062345,0.000216919962865
0.000223200238099,0.000223223611875,0.000223218420675,0.000223221221989
0.000228671970515,0.000228700142799,0.000228693220755,0.000228696740745
0.000231060953701,0.000231089701084,0.000231082723716,0.000231086296698
0.000232756365481,0.000232784791612,0.000232778112372,0.000232781597539
0.000232243171935,0.000232267751294,0.00023226277961,0.000232265618971
0.000231900253938,0.000231920836289,0.000231917643642,0.00023191981095
0.000238131959479,0.000238159020263,0.000238153462196,0.000238156605938
0.000243528507947,0.000243560771087,0.000243553361596,0.000243557278934
0.000245873784542,0.000245906667165,0.000245899211102,0.000245903182654
0.000247505510719,0.000247537999518,0.000247530893286,0.000247534760578
0.000246995335904,0.000247023705192,0.000247018428888,0.000247021604338
0.000246614311084,0.000246638352071,0.000246635001604,0.00024663744948
0.00025271844661,0.000252749381244,0.000252743546558,0.000252747026171
0.00025805332527,0.000258089874435,0.000258082067822,0.000258086376506
0.000260309505648,0.000260346631115,0.00026033882289,0.000260343172884
0.000262471780429,0.000262509497057,0.000262501675419,0.000262506070351
0.000264746236408,0.000264784772284,0.000264776852526,0.000264781327074
0.000266994680729,0.000267034010071,0.000267026007288,0.000267030556324
0.000269164994255,0.000269204993332,0.000269196960771,0.000269201563888
0.000271334799216,0.000271375491153,0.000271367424485,0.000271372084265
0.000273529975934,0.000273571436921,0.000273563311167,0.000273568038465
0.000275717802466,0.000275760040506,0.000275751857565,0.000275756652531
0.000277897005033,0.000277940027777,0.000277931789572,0.000277936652322
0.000280061672029,0.00028010547263,0.000280097186854,0.000280102115218
0.000282195206789,0.000282239736249,0.000282231427327,0.000282236412493
0.00028432392484,0.000284369195227,0.000284360863544,0.00028436590628
0.000286455637819,0.00028650167773,0.000286493317314,0.000286498420945
0.000288579173812,0.00028862598802,0.000288617602226,0.000288622766352
0.000290691168287,0.000290738755192,0.00029073034983,0.000290735573064
0.000292797437524,0.000292845806993,0.000292837383478,0.000292842666205
0.000294901459911,0.000294950629793,0.000294942186473,0.000294947530314
0.000296417537096,0.000296466275933,0.000296458294841,0.000296463507198
0.000295913914232,0.000295957761822,0.0002959519758,0.000295956361977
0.000295530390837,0.000295569164321,0.000295565663968,0.000295569191234
0.000299249637603,0.000299292140484,0.000299287559493,0.000299291587226
0.000303371347741,0.000303418458998,0.000303412474566,0.000303417135554
0.000307369434067,0.000307421173752,0.000307413768685,0.00030741906807
0.00031089245461,0.000310948059472,0.000310939515252,0.000310945337423
0.000312981264364,0.000313037721416,0.000313029185404,0.000313035066178
0.00031446217047,0.000314518199024,0.000314510159635,0.000314515901555
0.00031396564965,0.000314016525965,0.000314010802953,0.000314015673746
0.000313585587517,0.000313631140106,0.000313627821518,0.000313631789824
0.0003189664135,0.000319020237325,0.000319014154856,0.000319019313054
0.000323996112862,0.000324057437798,0.000324048894605,0.00032405512185
0.000326069768552,0.000326131941869,0.000326123449888,0.000326129726032
0.000328027321368,0.000328090304785,0.000328081864526,0.000328088186739
0.000329969370417,0.000330033147802,0.000330024771207,0.000330031135736
0.000331918944407,0.000331983553158,0.000331975232004,0.000331981643289
0.000333922575599,0.000333988178189,0.00033397985646,0.000333986338243
0.000335910103796,0.000335976684774,0.000335968374067,0.000335974922713
0.000337854766731,0.000337922242496,0.000337913979999,0.000337920581457
0.00033979194234,0.000339860319221,0.000339852108114,0.000339858762128
0.000341723182712,0.000341792467638,0.000341784311212,0.000341791017548
0.000343153483956,0.000343222394072,0.00034321478369,0.000343221344128
0.000342672215353,0.000342735629324,0.000342730510469,0.000342736137247
0.000342388865107,0.000342446868695,0.00034244423591,0.000342448936308
0.000347567449883,0.000347634468745,0.000347628921213,0.00034763489682
0.000352170708409,0.000352245280991,0.000352237377054,0.000352244402325
0.000354163343126,0.000354238921217,0.000354231089909,0.000354238170416
0.000356053859274,0.000356130409942,0.000356122647237,0.000356129781523
0.000357937446494,0.000358014976532,0.00035800728569,0.000358014473519
0.000359302979708,0.000359380080309,0.000359372995752,0.000359380020602
0.000358826462203,0.000358897893821,0.000358893389611,0.000358899449196
0.000358544426284,0.00035861029625,0.000358608362055,0.000358613466248
0.000363643708337,0.000363719087907,0.000363714131526,0.000363720569176
0.000368079070902,0.000368162155731,0.000368154858282,0.000368162352776
0.000369968796356,0.000370052813873,0.000370045662476,0.000370053190932
0.000371772305261,0.000371857251216,0.000371850229584,0.000371857795259
0.000373618068279,0.000373704093203,0.000373697151521,0.000373704775947
0.000374979580981,0.000375065292656,0.000375058955001,0.000375066425114
0.000374505368558,0.000374585265016,0.000374581586287,0.000374588063655
0.000374135425565,0.000374209374571,0.000374208436206,0.000374213893687
0.000377582542273,0.00037766165341,0.000377659387623,0.000377665500325
0.000381102350855,0.000381186810044,0.000381183168786,0.000381189960322
0.000384507777473,0.000384597580918,0.000384592543804,0.000384600018333
0.000387002603838,0.000387095311029,0.000387089757165,0.00038709754987
0.000386573292762,0.000386660091247,0.000386657259306,0.0003866640389
0.000386205221219,0.000386285966599,0.000386285931754,0.000386291671609
0.000391054373022,0.000391145089931,0.000391142003418,0.000391149115425
0.000395371959217,0.000395471066368,0.000395465517447,0.000395473760904
0.000397183771559,0.000397283940261,0.000397278572902,0.000397286851528
0.000398466415519,0.000398566234453,0.000398561543906,0.000398569649634
0.00039799971461,0.000398093518351,0.000398091593734,0.000398098669237
0.000397700514679,0.000397788406634,0.000397789246808,0.000397795299661
0.000400997335635,0.000401090616136,0.000401090143506,0.000401096864138
0.000404322867971,0.000404421597718,0.000404419811761,0.000404427204536
0.000407539928842,0.000407644097799,0.000407640976931,0.000407649045832
0.000409926935025,0.000410034149992,0.000410030541184,0.000410038931832
0.000409502615955,0.000409603752503,0.00040960296305,0.000409610307341
0.000409137146293,0.000409232074161,0.000409234176083,0.000409240449076
0.000413766487451,0.00041387167465,0.000413870743292,0.000413878404376
0.000417885053325,0.000417998866009,0.000417995501674,0.000418004304056
0.000419638905013,0.000419753921954,0.000419750759208,0.000419759602328
0.00042129716894,0.000421413337266,0.000421410369022,0.000421419250697
0.000422938304885,0.000423055593616,0.000423052837305,0.000423061751524
0.000424576171384,0.000424694595356,0.000424692052043,0.000424700999615
0.000426217408887,0.000426337007533,0.000426334669442,0.000426343654841
0.000427853013789,0.000427973793223,0.0004279716647,0.000427980687396
0.00042948176787,0.000429603731513,0.000429601817717,0.000429610876812
0.000431096558285,0.000431219682954,0.000431217998746,0.000431227089338
0.000432675040975,0.000432799221906,0.000432797811729,0.000432806916687
0.000434259859334,0.000434385138611,0.000434383994628,0.000434393118625
0.000435897304465,0.000436023896126,0.000436022948679,0.000436032122052
0.00043753021297,0.000437658125868,0.000437657378617,0.000437666601179
0.000439157857829,0.000439287101783,0.000439286557193,0.000439295829085
0.000440770503978,0.000440901057495,0.000440900728951,0.000440910045714
0.000442343442712,0.000442475188246,0.000442475123852,0.000442484466649
0.000443914090676,0.000444047047421,0.000444047246644,0.000444056616935
0.00044549825934,0.000445632503636,0.000445632945975,0.000445642353618
0.000447077522393,0.000447213061937,0.000447213751293,0.000447223195967
0.000448652782474,0.000448789626396,0.000448790566054,0.000448800047671
0.000450221755891,0.000450359910766,0.000450361104508,0.000450370622689
0.000451784305599,0.000451923777887,0.000451925229461,0.000451934783829
0.000452959645786,0.000453099031621,0.000453101244455,0.000453110625758
0.000452508007836,0.000452641179087,0.000452646335066,0.000452654633368
0.00045218226567,0.000452309283304,0.000452317409289,0.000452324623009
0.000456357527295,0.000456495043694,0.000456500335365,0.000456508909715
0.000460155355163,0.000460302029757,0.000460304966114,0.000460314701616
0.000461788013461,0.000461936200377,0.000461939401575,0.000461949185364
0.000463322323821,0.000463471928591,0.000463475392108,0.000463485218079
0.000464809579614,0.000464960450432,0.000464964235121,0.000464974079676
0.000466292227426,0.000466444377286,0.000466448484415,0.000466458348181
0.000467776598924,0.000467930062882,0.000467934486709,0.000467944373401
0.0004692176754,0.000469372310233,0.000469377107735,0.000469386994767
0.00047051808845,0.000470673361751,0.000470678727121,0.000470688534423
0.000471823499692,0.000471979418433,0.000471985360963,0.000471995086978
0.000473551719167,0.0004737099825,0.000473715918932,0.000473725811129
0.000475277919909,0.00047543855688,0.000475444483348,0.000475454544604
0.000476736976553,0.000476898961809,0.000476905235865,0.000476915315606
0.000478178782453,0.000478342109562,0.000478348733565,0.00047835883081
0.000479610815645,0.000479775474714,0.000479782458325,0.000479792570248
0.000481037900023,0.00048120389731,0.000481211244913,0.000481221370978
0.000482460388603,0.00048262773064,0.000482635446731,0.0004826455864
0.000483879233513,0.000484047932215,0.000484056019307,0.000484066172853
0.000485296908388,0.000485466989879,0.000485475445257,0.0004854856151
0.000486303658757,0.000486473495079,0.000486482887762,0.000486492834547
0.000485860332863,0.000486023985024,0.000486036380361,0.00048604523325
0.000485510625643,0.00048566807422,0.000485683537801,0.000485691281043
0.000489379679897,0.000489547849535,0.00048956064562,0.000489569727875
0.000492933674919,0.000493111356142,0.000493121906211,0.000493132149888
0.000494432502885,0.000494611808956,0.000494622731699,0.000494633007624
0.000495848796419,0.000496029667163,0.000496040939132,0.000496051248217
0.00049725731879,0.000497439759192,0.000497451383325,0.000497461725264
0.000498649809205,0.000498833785166,0.000498845778104,0.000498856146839
0.000500003466167,0.000500188833425,0.000500201250686,0.000500211623884
0.000500967807443,0.000501152973434,0.000501166364412,0.000501176509541
0.000500529080866,0.000500708103587,0.000500724510796,0.000500733561921
0.000500204691326,0.000500377664647,0.000500397118971,0.000500405075912
0.000502849080763,0.000503028184531,0.000503046641549,0.00050305524798
0.000505517500116,0.000505702793967,0.000505720264221,0.000505729521973
0.000508096667209,0.000508288107092,0.000508304555624,0.000508314469242
0.000510360570801,0.000510557136584,0.000510572858817,0.000510583291754
0.000511711283685,0.000511909338222,0.000511925522068,0.000511935958001
0.000513023844743,0.00051322336129,0.000513239997903,0.000513250436888
0.000514330673813,0.000514531654804,0.00051454874985,0.000514559190803
0.000515633178998,0.000515835631057,0.000515853188987,0.000515863631385
0.00051693127757,0.000517135208014,0.000517153233014,0.000517163676436
0.000518228805938,0.000518434237314,0.000518452728575,0.000518463174769
0.000519535772578,0.000519742773857,0.000519761714697,0.000519772172153
0.000520453761225,0.000520660670719,0.000520680624431,0.000520690852746
0.000520020293049,0.000520221150837,0.000520244130605,0.000520253269159
0.00051966676989,0.000519861553306,0.00051988763514,0.000519895665644
0.000523383777213,0.000523590090074,0.000523613498823,0.000523622925574
0.000526592879602,0.00052680857015,0.000526830024124,0.000526840538234
0.000527911886962,0.000528129135531,0.000528151130848,0.00052816163512
0.000529158446342,0.000529377189608,0.00052939969747,0.000529410193785
0.000530402621887,0.000530622876214,0.000530645897696,0.000530656386954
0.000531639286926,0.000531861043023,0.000531884587974,0.000531895067345
0.000532859104983,0.000533082311747,0.000533106403966,0.000533116864621
0.000534085367561,0.000534310075821,0.0005343347059,0.000534345153457
0.000535355077488,0.000535581512549,0.000535606612843,0.000535617077956
0.000536612143132,0.000536840275144,0.000536865861506,0.000536876338582
0.000537834467165,0.000538064164906,0.000538090285674,0.000538100754872
0.000539053425988,0.000539284703937,0.000539311359727,0.000539321821913
0.000540275943746,0.000540508845804,0.0005405360284,0.000540546488442
0.000541493864152,0.000541728396268,0.000541756109814,0.000541766567202
0.000542706861776,0.000542943029499,0.000542971277951,0.000542981732187
0.000543566138255,0.000543802361323,0.000543831668116,0.000543841893312
0.000543140453612,0.000543370809663,0.000543403130891,0.000543412281763
0.000542842905706,0.000543067636265,0.000543102968441,0.000543111062686
0.000545207222214,0.000545438217322,0.00054547279893,0.000545481497079
0.000547592224444,0.000547829542397,0.000547863388346,0.000547872691158
0.000549896540559,0.000550140120905,0.000550173187962,0.000550183100678
0.000551614331246,0.00055186176328,0.00055189477152,0.000551904966817
0.000551220077411,0.000551461732914,0.000551497764331,0.000551506889685
0.000550872680452,0.000551108544387,0.000551147650913,0.000551155693854
0.000553175531126,0.00055341762531,0.000553456040827,0.00055346467201
0.000555500760343,0.000555749145193,0.000555786886761,0.000555796106621
0.000557747213304,0.000558001825777,0.000558038848908,0.000558048662788
0.000559435600584,0.000559694119212,0.000559731106426,0.000559741201544
0.000559042647503,0.000559295450106,0.000559335452134,0.000559344483358
0.000558690404615,0.000558937457452,0.000558980533059,0.000558988485103
0.00056197524261,0.000562233479147,0.000562274320588,0.000562283547144
0.000564535566515,0.000564801631861,0.000564841312692,0.000564851342551
0.000564176459089,0.000564436892942,0.000564479602018,0.000564488570924
0.000563830099316,0.000564084850997,0.000564130619624,0.000564138517147
0.00056603574677,0.000566296676656,0.000566341851501,0.000566350311971
0.000568263551143,0.000568530719944,0.000568575319875,0.000568584343346
0.000570415972213,0.000570689313144,0.000570733291744,0.00057074288373
0.000572041140523,0.000572318409681,0.000572362411043,0.000572372272691
0.00057165070522,0.000571922372433,0.000571969370355,0.000571978180054
0.000571305436842,0.000571571504294,0.000571621548165,0.000571629295199
0.000574489680414,0.000574766948869,0.000574814858395,0.000574823858852
0.000577252233439,0.000577538736428,0.000577585129663,0.000577595109821
0.000578377213925,0.00057866547355,0.000578712570631,0.000578722518465
0.00057943849183,0.000579728430237,0.00057977619307,0.000579786111518
0.000580496062379,0.000580787685131,0.000580836118112,0.000580846006582
0.000581223933285,0.000581515662244,0.000581565266286,0.000581574904062
0.000580806949686,0.000581093151359,0.000581145711719,0.000581154311583
0.000580462695503,0.000580743412983,0.000580799003932,0.000580806552538
0.000583563732376,0.00058385559647,0.000583909158749,0.000583917933457
0.000586264218603,0.00058656533617,0.000586617456978,0.000586627196009
0.000587354329134,0.000587657232658,0.000587710094945,0.000587719795278
0.000588382459453,0.00058868707187,0.000588740633674,0.000588750299158
0.000589408908955,0.000589715250003,0.000589769510679,0.000589779142821
0.000590431692219,0.000590739767312,0.000590794731132,0.000590804329353
0.000591450810132,0.000591760624663,0.000591816295884,0.000591825859608
0.000592150014372,0.000592460014971,0.000592516879004,0.000592526192677
0.000591735981136,0.000592040613747,0.000592100404606,0.000592108697914
0.000591388464608,0.000591687761071,0.000591750560544,0.000591757817684
0.000594443987888,0.000594754622077,0.000594815444173,0.000594823929167
0.00059703895468,0.000597358706195,0.000597418226351,0.000597427635126
0.000598059615735,0.0005983810657,0.000598441406912,0.000598450753163
0.000599026201286,0.000599349294241,0.00059941040606,0.000599419697025
0.000600010934596,0.000600335787343,0.000600397641298,0.000600406891394
0.000600723111406,0.000601048385408,0.00060111139653,0.000601120420739
0.000600311669678,0.000600631708022,0.0006006976185,0.000600705637565
0.000599963626298,0.000600278465427,0.00060034735685,0.000600354355324
0.000602899136344,0.000603225033702,0.000603292117299,0.00060330028648
0.000605132077937,0.000605465590558,0.000605531901592,0.000605540772696
0.000604759983202,0.000605088406428,0.000605157640929,0.000605165511707
0.000604396095711,0.000604719379426,0.000604791570647,0.000604798430269
0.000605793404118,0.000606120054334,0.00060619279997,0.000606199772164
0.000608033256847,0.000608367422578,0.000608439546956,0.000608447180664
0.000610217299112,0.000610558917453,0.000610630375389,0.000610638676148
0.000612074955383,0.000612422687811,0.000612493770951,0.000612502580966
0.00061301795676,0.000613367419292,0.000613439345377,0.000613448090007
0.000613634645525,0.000613984313022,0.000614057496789,0.000614065978077
0.000613226542821,0.000613571159181,0.000613647193104,0.000613654692871
0.000612893183005,0.000613232859083,0.000613311809845,0.000613318321112
0.000615637278607,0.000615987527947,0.000616064929685,0.000616072520352
0.000617808271219,0.000618166227265,0.00061824292677,0.000618251209915
0.000617455875084,0.000617808943587,0.000617888530207,0.000617895835034
0.0006171428993,0.000617491204957,0.000617573658678,0.000617579998306
0.000618993591219,0.00061934798532,0.000619430255681,0.000619437060328
0.000620861952605,0.000621222493853,0.000621304605035,0.000621311873418
0.000622665215733,0.000623031814113,0.000623113706069,0.000623121445131
0.00062394704432,0.000624317251606,0.000624399556922,0.000624407456241
0.000623566508067,0.000623931878199,0.000624017018272,0.000624023954252
0.000623237939247,0.000623598566082,0.000623686577956,0.000623692548945
0.000625896935365,0.000626268050082,0.00062635463898,0.000626361655218
0.000628223877597,0.000628603823204,0.000628689466721,0.000628697307119
0.000629086344362,0.000629467897673,0.000629554533778,0.000629562266752
0.00062990055644,0.000630283647363,0.000630371223452,0.000630378855662
0.000630822592322,0.00063120780219,0.000631296161602,0.000631303768071
0.000631742032998,0.000632129370114,0.000632218517223,0.000632226097459
0.000632654002383,0.000633043465708,0.0006331333995,0.000633140953539
0.000633265230274,0.00063365529807,0.000633746456348,0.000633753781306
0.000632864767128,0.000633250156169,0.000633344079997,0.000633350467126
0.000632522205312,0.000632902983676,0.00063299975774,0.000633005192897
0.00063508860004,0.000635479713535,0.000635575213226,0.000635581648807
0.000637362032512,0.000637762014036,0.000637856653989,0.000637863895958
0.000638254369049,0.000638656364749,0.000638751929523,0.000638759106047
0.000639090973106,0.000639494877356,0.000639591314083,0.000639598429404
0.000639917611944,0.00064032339622,0.000640420717876,0.000640427766977
0.000640740210006,0.000641147876435,0.000641246087791,0.000641253069597
0.000641556529709,0.000641966068681,0.000642065178341,0.000642072090114
0.00059715939444,0.000597564472661,0.000597633348733,0.000597646512046
0.000344188558542,0.000344529116162,0.000344265090485,0.000344346095548
0.000110817136483,0.000110645354033,0.000108364180302,0.00010885185139
0.000105302972083,0.00010306709706,9.79828655169681E-05,9.8949220960941E-05
0.000250421890081,0.000248086648775,0.000244320959233,0.000244983776238
0.000265918867316,0.000262126163154,0.000256656719358,0.000257595557771
0.000272592239687,0.000266769937563,0.000258950768728,0.000260270927229
0.00079904985978,0.000794631477852,0.000789485724509,0.000790314356051
0.001258927757169,0.001254022580006,0.001248618916465,0.001249473989659
0.001489750596772,0.001483488179906,0.001476789622898,0.001477841407719
0.001693077581115,0.001685098169306,0.001676761403763,0.001678063191686
0.001881264287108,0.001871313072304,0.001861116069476,0.001862701832778
0.002059067997011,0.002046876268347,0.002034587435141,0.002036492646101
0.002238855353541,0.00222417630153,0.002209586095664,0.002211843063234
0.002407300966548,0.002389847320042,0.002372711120838,0.002375357377464
0.002570200102061,0.002549705456854,0.002529797210509,0.00253286772416
0.002695621814322,0.002671662992153,0.002648612130677,0.002652163773348
0.00270939497756,0.002681076432181,0.002654062735404,0.002658221658578
0.002719877073983,0.002686763945429,0.002655414001356,0.002660237651967
0.003022124426916,0.002986077131404,0.002952162687111,0.002957380353118
0.003290835154704,0.003251443701171,0.003214596439144,0.003220264838964
0.0034164656884,0.003372408309331,0.00333141294315,0.003337719399659
0.003644093115875,0.003595839108032,0.003551192493275,0.003558059012658
0.004276887116934,0.00422699974051,0.004181189222501,0.004188227754018
0.004893020103128,0.004840227269226,0.004792094761188,0.004799485607037
0.005560398752495,0.005503533083894,0.005452063686266,0.005459966054004
0.006178538545441,0.006115990501457,0.006059850914949,0.006068470393288
0.006854667189117,0.006785520173394,0.006724009847823,0.006733458149856
0.007483341666057,0.007406090591585,0.007338068582826,0.007348521829346
0.008110671736742,0.008024092547467,0.007948662130307,0.00796026273509
0.008696499008847,0.008599106004669,0.008515222815113,0.008528132619763
0.009277564855747,0.009168122901591,0.009074934075618,0.009089290126589
0.00982643124052,0.009703480844868,0.009600013269057,0.009615967865585
0.010391711885788,0.010254211111725,0.010139748059045,0.010157423423974
0.010920559820081,0.010766982063935,0.010640559541917,0.0106601050904
0.011416364767664,0.011245168039145,0.011105828146636,0.011127392595284
0.011797032095787,0.011605779124948,0.011451874333098,0.011475712071602
0.011857700643175,0.011641452322147,0.011469382235891,0.011496048424695
0.011921272789177,0.011678118118755,0.011486673839713,0.011516360458695
0.012837449210205,0.012577665793381,0.01237455523092,0.012406127905095
0.013568294843261,0.013288461696811,0.013071327619102,0.013105141650744
0.013645833340646,0.013335168967781,0.013096255602212,0.013133488500158
0.013704548263643,0.013360460235388,0.013098092332278,0.013139010195618
0.016525438946003,0.016188350619101,0.015932761194494,0.015972747094631
0.01906545751241,0.01872288025675,0.018464783478737,0.018505273138424
0.020310309332739,0.01993990827027,0.019663231322281,0.019706730167306
0.021422041800809,0.021016779558966,0.020717189757453,0.020764378426059
0.022622018879682,0.022179493036386,0.021855536504147,0.021906690993637
0.023739193957914,0.023254450220169,0.022903594863337,0.022959101642016
0.024781284854576,0.024249343565522,0.02386913239266,0.0239293686885
0.025610327727333,0.025023871338102,0.024610358904639,0.024675932704359
0.025763490104296,0.025107119169602,0.024651005319442,0.024723354287303
0.025903654168831,0.025171425575739,0.024669800202609,0.024749388717869
0.027910613431005,0.027136304063472,0.026610027732327,0.026693865177032
0.029501373120627,0.028673474915544,0.028116192244479,0.028205219187089
0.029696102944708,0.028781086219496,0.028173142548669,0.028270315662364
0.029848800101265,0.028838854123458,0.028176357365201,0.028282302842335
0.031072318270131,0.029991267648338,0.02928743888392,0.029400390946518
0.032268462910931,0.031112653560676,0.030366079723862,0.030486261489065
0.033412407519812,0.032176357196228,0.031384545790047,0.031512354822082
0.034411141559118,0.033086691670631,0.03224544009351,0.03238155596547
0.035068026954858,0.033641221266109,0.032742500215432,0.03288824018182
0.035604160588149,0.034065848750465,0.033105299531734,0.033261353382484
0.035821852911785,0.034155550056592,0.033124845257816,0.033292483147604
0.036072460961416,0.034273145079951,0.033170139028163,0.033349737171498
0.039067050532054,0.037233690804106,0.036114876284467,0.036297913474596
0.041951521404,0.04006916355162,0.038926602062685,0.039114294611696
0.044616791651422,0.04266223777902,0.041483896943354,0.041678145882527
0.046711671036003,0.04465117414146,0.043419632985089,0.043623184572632
0.047095823964866,0.044857691652833,0.043534276585694,0.043753241699084
0.047398769897291,0.044964698602631,0.04354125085622,0.043776932859857
0.04989506656715,0.047347764886008,0.045866150426846,0.046112574223926
0.052322956571151,0.049651074929052,0.048107306909361,0.048365046194292
0.054619486644239,0.051805270753973,0.05019205044214,0.050462249107616
0.056641382509947,0.053661573966799,0.051968318333679,0.052252702022122
0.05804510226647,0.054863383380944,0.053071283563138,0.053373040617961
0.059370833352569,0.055971120560234,0.054073749702417,0.054393976099827
0.060659305026503,0.057029952743138,0.05502201009765,0.055361747828275
0.061743575510768,0.057862271597011,0.055735119438871,0.056095727321855
0.062218656775322,0.058039607287369,0.055773469842736,0.056157988408231
0.062692330489302,0.05820061853808,0.055790050737786,0.056199423951514
