Baseline,K=1,K=5,K=10
0.000643547403766,0.001287092639603,0.00128711790495,0.001287111430993
0.000651286799009,0.001302571687962,0.001302597862724,0.001302591173044
0.000659084389352,0.00131816696742,0.001318194147176,0.001318187208906
0.000666861099937,0.001333720500894,0.001333748710284,0.001333741517941
0.000683120685728,0.001366220034085,0.001366257527773,0.001366246910919
0.00069976156703,0.001399481924652,0.001399528900204,0.00139951479613
0.000702007644248,0.001403989011645,0.001404031107032,0.001404019055963
0.00069966674307,0.001399334489026,0.001399366579768,0.001399358554319
0.000716114406989,0.001432208841029,0.001432250983609,0.001432239265964
0.00073250790493,0.001464974549797,0.001465026909025,0.001465011440507
0.000734731962534,0.001469438800737,0.001469485890123,0.001469472638689
0.000732683018889,0.001465369545305,0.001465406164631,0.001465397130195
0.000740529209801,0.001481062674421,0.001481100400632,0.001481091126816
0.000748035928268,0.001496076523267,0.001496115451725,0.001496105896056
0.000755519747784,0.001511044593268,0.001511084749004,0.001511074906253
0.000762985149053,0.001525975846967,0.001526017255796,0.001526007120588
0.000683402253077,0.001366794794801,0.001366832600923,0.001366822486913
0.000605084310257,0.001210138122731,0.001210170771319,0.001210160750339
0.000504458838941,0.001008846811042,0.001008868424667,0.001008858845783
0.000411869234461,0.000823601240417,0.000823603140744,0.000823594694865
0.000407128236982,0.000814024217935,0.000814040333414,0.000814022978971
0.000407562438794,0.000814779476937,0.000814811675277,0.000814783951369
0.00033260438953,0.000664632979743,0.000664637095961,0.000664603489626
0.000140383750169,0.000278993734594,0.000278652970689,0.00027863852325
4.84298987354528E-05,8.99E-05,8.75E-05,8.77E-05
0.000213330187449,0.000424650338889,0.000423755709889,0.000423869777021
0.00022068916847,0.000438699653527,0.000437667970982,0.000437781246545
0.000221057625617,0.000438537415361,0.000437311415208,0.000437426548434
0.000372451258535,0.000742208097652,0.000741113812732,0.00074124634039
0.000554931123287,0.001107596308118,0.001106519614556,0.001106672772589
0.000630498108734,0.00125847796302,0.001257280088543,0.001257452573499
0.000697935045436,0.001393029246011,0.001391679994046,0.00139187619878
0.000763463911061,0.001523729051828,0.001522213440347,0.001522435753674
0.000824872863758,0.001646145655655,0.001644446403641,0.001644697407934
0.000826930641237,0.001649501158123,0.001647568484917,0.001647842788718
0.000827373900726,0.001649532590081,0.001647344781857,0.001647643660122
0.001272028461522,0.002539662334747,0.002537706615394,0.002537990395365
0.001807576391786,0.003611112990675,0.003609213540393,0.003609503502919
0.001836678548315,0.003668461095022,0.003666255854048,0.003666585585577
0.001837522546668,0.003669011486745,0.003666404630988,0.003666787181343
0.002248481598844,0.004490631502287,0.004487848202667,0.004488268213702
0.002741874716282,0.005477090418351,0.005474111582524,0.00547457370375
0.00295415579967,0.005900617184573,0.005897238911424,0.005897764387842
0.003138934741867,0.006268898940033,0.006265040513036,0.006265642086621
0.0033225236925,0.006634639809286,0.00663025666468,0.006630941559061
0.003492835102775,0.006973637595167,0.006968675822852,0.006969452735678
0.003502507639518,0.006990732684666,0.006985043915118,0.006985927078727
0.003504533882123,0.006992251468143,0.006985763896035,0.006986763285947
0.003789540036264,0.00756059146782,0.007553498733165,0.007554603625944
0.004135314007281,0.008250576624355,0.008242894480784,0.008244107189924
0.00427777929465,0.008533012693023,0.008524509288808,0.008525854086217
0.004404801612805,0.008784276570579,0.00877486803629,0.008776358529434
0.00441172747429,0.008794548909994,0.008784061569585,0.008785714092254
0.004414658142518,0.008796505990428,0.008784859487695,0.008786685795362
0.004663045919277,0.009290516915323,0.009278004778589,0.009279975371815
0.004960781480892,0.009883327205507,0.009869966209479,0.009872083009605
0.005233676933438,0.010426014086764,0.010411669907606,0.01041395468545
0.005479091691124,0.010913212651373,0.010897731723058,0.010900209622601
0.005836174438477,0.011623798187662,0.011607296431601,0.011609942580452
0.006161436056584,0.012270077628701,0.012252378036184,0.012255221020297
0.00618486668049,0.012310209609838,0.012290650478833,0.012293783483599
0.006190418122289,0.012313701465137,0.012292078557262,0.012295533701948
0.006795073618909,0.01351944031354,0.013496909247949,0.013500528925736
0.007536276986873,0.014998634100671,0.014975300151429,0.014979073668474
0.007857217861657,0.015633527463973,0.015608398024292,0.015612468533449
0.008136968407639,0.016184854555827,0.016157652631575,0.016162065901827
0.008412554354838,0.016727090160054,0.016697675109936,0.016702454904358
0.008668211265437,0.01722856800156,0.017196762538203,0.017201938845312
