Baseline,transformer,mobilevit,lstm,gru
0.126981706911452,0.09604716727241,0.095553367772209,0.074931018906864,0.052647743443045
0.128977746934721,0.096828842221197,0.096316975539716,0.075576382338359,0.053209546930476
0.130954627589795,0.097551835201766,0.097020948141313,0.076177797485902,0.053747076179286
0.132910708137317,0.098220410313661,0.097670729590429,0.076740670202806,0.054264813299578
0.134851186211033,0.098834792069498,0.09826513872948,0.077262801312723,0.054760198100138
0.136771512696239,0.099394377023119,0.098804371101845,0.077745164879139,0.055234533085447
0.138685833010678,0.099913030613919,0.099301509645399,0.078196886318833,0.055692673040406
0.140594111949443,0.100397141852424,0.09976411394835,0.078624804159365,0.05613974928068
0.14253701729849,0.100894241912336,0.100238965845205,0.079063272261325,0.056595644913049
0.14462195844325,0.101550683170318,0.100874534320965,0.079625428386551,0.057129532664579
0.146623410420882,0.102058730308385,0.101358823977921,0.080073827096773,0.057596578269963
0.148342614269827,0.102141187295956,0.10141076398173,0.080195332871337,0.057868007013441
0.1500682532591,0.102190073505054,0.101427273613372,0.080291572048233,0.058127345905284
0.152597775771819,0.103347351763759,0.102572257031774,0.081250500903169,0.058915528555304
0.155044339122177,0.104356979222676,0.10356652097525,0.082095919226944,0.059636744920146
0.157155012743047,0.104851898244286,0.104037298764198,0.082545677119899,0.060121743887611
0.159252887798114,0.105287531850598,0.104447243331812,0.082951354166573,0.060583483909034
0.161346020378334,0.105685279503873,0.104819084688362,0.083331006021675,0.061033291475672
0.163440329022599,0.106048203111433,0.105154688378316,0.08368503083724,0.06147052443036
0.165534906787525,0.106383054495791,0.105462218270071,0.084020883450989,0.061900692681197
0.167632400765376,0.10668701378907,0.105737366569869,0.084334045500642,0.062320005598417
0.16972836917388,0.106960980038126,0.105982296299997,0.084627337425226,0.062731107780435
0.171828534661557,0.107207500596477,0.106198334747874,0.084900666627659,0.063133010225321
0.173925934082419,0.10742389008648,0.106384087140763,0.085154234652071,0.063526839920665
0.176029301188921,0.107616834477564,0.106545007390396,0.085390990569276,0.063913364843545
